194 18721
Sommets du graphe
6 188 1087.000000
6 187 1077.000000
6 186 1074.000000
6 185 1060.000000
6 184 1050.000000
6 183 1047.000000
6 182 1051.000000
6 181 1061.000000
6 180 1036.000000
6 179 1024.000000
6 178 1029.000000
6 177 1019.000000
6 176 1019.000000
6 175 1041.000000
6 174 1005.000000
6 173 1008.000000
6 172 1008.000000
6 171 1014.000000
6 170 995.000000
6 169 987.000000
6 168 996.000000
6 167 969.000000
6 166 954.000000
6 165 960.000000
6 164 935.000000
6 163 944.000000
6 162 948.000000
6 161 923.000000
6 160 942.000000
6 159 931.000000
6 158 907.000000
6 157 899.000000
6 156 876.000000
6 155 911.000000
6 154 864.000000
6 153 856.000000
6 152 851.000000
6 151 841.000000
6 150 844.000000
6 149 839.000000
6 148 861.000000
6 147 843.000000
6 146 827.000000
6 145 847.000000
6 144 854.000000
6 143 819.000000
6 142 830.000000
6 141 827.000000
6 140 799.000000
6 139 828.000000
6 138 802.000000
6 137 798.000000
6 136 806.000000
6 135 774.000000
6 134 768.000000
6 133 786.000000
6 132 770.000000
6 131 777.000000
6 130 737.000000
6 129 803.000000
6 128 740.000000
6 127 754.000000
6 126 743.000000
6 125 720.000000
6 124 721.000000
6 123 747.000000
6 122 738.000000
6 121 665.000000
6 120 683.000000
6 119 692.000000
6 118 644.000000
6 117 626.000000
6 116 639.000000
6 115 618.000000
6 114 612.000000
6 113 606.000000
6 112 568.000000
6 111 583.000000
6 110 622.000000
6 109 575.000000
6 108 542.000000
6 107 542.000000
6 106 542.000000
6 105 527.000000
6 104 525.000000
6 103 584.000000
6 102 501.000000
6 101 480.000000
6 100 554.000000
6 99 511.000000
6 98 558.000000
6 97 631.000000
6 96 478.000000
6 95 470.000000
6 94 465.000000
6 93 561.000000
6 92 455.000000
6 91 455.000000
6 90 430.000000
6 89 547.000000
6 88 521.000000
6 87 422.000000
6 86 406.000000
6 85 631.000000
6 84 618.000000
6 83 427.000000
6 82 406.000000
6 81 425.000000
6 80 398.000000
6 79 380.000000
6 78 394.000000
6 77 347.000000
6 76 379.000000
6 75 341.000000
6 74 332.000000
6 73 333.000000
6 72 388.000000
6 71 310.000000
6 70 324.000000
6 69 341.000000
6 68 305.000000
6 67 353.000000
6 66 372.000000
6 65 363.000000
6 64 583.000000
6 63 328.000000
6 62 483.000000
6 61 391.000000
6 60 360.000000
6 59 295.000000
6 58 382.000000
6 57 358.000000
6 56 300.000000
6 55 362.000000
6 54 373.000000
6 53 367.000000
6 52 363.000000
6 51 363.000000
6 50 342.000000
6 49 377.000000
6 48 370.000000
6 47 361.000000
6 46 345.000000
6 45 360.000000
6 44 301.000000
6 43 363.000000
6 42 351.000000
6 41 367.000000
6 40 356.000000
6 39 344.000000
6 38 332.000000
6 37 351.000000
6 36 314.000000
6 35 386.000000
6 34 357.000000
6 33 335.000000
6 32 257.000000
6 31 353.000000
6 30 342.000000
6 29 360.000000
6 28 276.000000
6 27 261.000000
6 26 300.000000
6 25 211.000000
6 24 215.000000
6 23 210.000000
6 22 218.000000
6 21 261.000000
6 20 210.000000
6 19 502.000000
6 18 388.000000
6 17 215.000000
6 16 143.000000
6 15 233.000000
6 14 358.000000
6 13 142.000000
6 12 169.000000
6 11 288.000000
6 10 107.000000
6 9 256.000000
6 8 251.000000
6 7 201.000000
7 193 1082.000000
7 192 1088.000000
7 191 1074.000000
7 190 1065.000000
7 189 1059.000000
7 188 1058.000000
7 187 1053.000000
7 186 1035.000000
7 185 1018.000000
7 184 1049.000000
7 183 1019.000000
7 182 1012.000000
7 181 1006.000000
7 180 1015.000000
7 179 1015.000000
7 178 984.000000
7 177 1006.000000
7 176 997.000000
7 175 981.000000
7 174 973.000000
7 173 969.000000
7 172 969.000000
7 171 966.000000
7 170 996.000000
7 169 982.000000
7 168 940.000000
7 167 957.000000
7 166 949.000000
7 165 970.000000
7 164 922.000000
7 163 890.000000
7 162 890.000000
7 161 924.000000
7 160 882.000000
7 159 955.000000
7 158 901.000000
7 157 898.000000
7 156 845.000000
7 155 835.000000
7 154 876.000000
7 153 822.000000
7 152 825.000000
7 151 824.000000
7 150 850.000000
7 149 810.000000
7 148 798.000000
7 147 869.000000
7 146 820.000000
7 145 788.000000
7 144 783.000000
7 143 790.000000
7 142 863.000000
7 141 765.000000
7 140 780.000000
7 139 759.000000
7 138 759.000000
7 137 750.000000
7 136 740.000000
7 135 797.000000
7 134 802.000000
7 133 710.000000
7 132 812.000000
7 131 699.000000
7 130 760.000000
7 129 701.000000
7 128 777.000000
7 127 815.000000
7 126 659.000000
7 125 650.000000
7 124 649.000000
7 123 821.000000
7 122 811.000000
7 121 654.000000
7 120 732.000000
7 119 750.000000
7 118 606.000000
7 117 652.000000
7 116 687.000000
7 115 670.000000
7 114 672.000000
7 113 541.000000
7 112 523.000000
7 111 651.000000
7 110 513.000000
7 109 644.000000
7 108 499.000000
7 107 599.000000
7 106 598.000000
7 105 569.000000
7 104 575.000000
7 103 476.000000
7 102 516.000000
7 101 472.000000
7 100 443.000000
7 99 592.000000
7 98 441.000000
7 97 485.000000
7 96 533.000000
7 95 516.000000
7 94 515.000000
7 93 435.000000
7 92 499.000000
7 91 513.000000
7 90 458.000000
7 89 412.000000
7 88 395.000000
7 87 479.000000
7 86 392.000000
7 85 464.000000
7 84 451.000000
7 83 516.000000
7 82 477.000000
7 81 336.000000
7 80 480.000000
7 79 348.000000
7 78 476.000000
7 77 378.000000
7 76 472.000000
7 75 335.000000
7 74 359.000000
7 73 387.000000
7 72 509.000000
7 71 348.000000
7 70 287.000000
7 69 439.000000
7 68 376.000000
7 67 469.000000
7 66 500.000000
7 65 488.000000
7 64 398.000000
7 63 437.000000
7 62 313.000000
7 61 255.000000
7 60 492.000000
7 59 393.000000
7 58 242.000000
7 57 497.000000
7 56 413.000000
7 55 502.000000
7 54 518.000000
7 53 510.000000
7 52 505.000000
7 51 506.000000
7 50 479.000000
7 49 524.000000
7 48 516.000000
7 47 504.000000
7 46 484.000000
7 45 504.000000
7 44 424.000000
7 43 509.000000
7 42 495.000000
7 41 514.000000
7 40 501.000000
7 39 489.000000
7 38 474.000000
7 37 498.000000
7 36 451.000000
7 35 226.000000
7 34 507.000000
7 33 480.000000
7 32 372.000000
7 31 507.000000
7 30 494.000000
7 29 515.000000
7 28 413.000000
7 27 392.000000
7 26 450.000000
7 25 303.000000
7 24 208.000000
7 23 304.000000
7 22 183.000000
7 21 405.000000
7 20 335.000000
7 19 307.000000
7 18 560.000000
7 17 347.000000
7 16 219.000000
7 15 101.000000
7 14 538.000000
7 13 171.000000
7 12 124.000000
7 11 467.000000
7 10 150.000000
7 9 445.000000
7 8 440.000000
8 193 1126.000000
8 192 1055.000000
8 191 1076.000000
8 190 1064.000000
8 189 1080.000000
8 188 1060.000000
8 187 1044.000000
8 186 1061.000000
8 185 1050.000000
8 184 990.000000
8 183 1020.000000
8 182 1037.000000
8 181 1066.000000
8 180 1001.000000
8 179 975.000000
8 178 1024.000000
8 177 975.000000
8 176 986.000000
8 175 1054.000000
8 174 985.000000
8 173 998.000000
8 172 996.000000
8 171 1015.000000
8 170 933.000000
8 169 934.000000
8 168 1006.000000
8 167 927.000000
8 166 903.000000
8 165 891.000000
8 164 897.000000
8 163 954.000000
8 162 964.000000
8 161 867.000000
8 160 961.000000
8 159 846.000000
8 158 861.000000
8 157 847.000000
8 156 863.000000
8 155 952.000000
8 154 798.000000
8 153 850.000000
8 152 834.000000
8 151 814.000000
8 150 788.000000
8 149 828.000000
8 148 888.000000
8 147 761.000000
8 146 788.000000
8 145 871.000000
8 144 892.000000
8 143 809.000000
8 142 740.000000
8 141 857.000000
8 140 778.000000
8 139 866.000000
8 138 810.000000
8 137 812.000000
8 136 842.000000
8 135 701.000000
8 134 682.000000
8 133 836.000000
8 132 673.000000
8 131 830.000000
8 130 669.000000
8 129 883.000000
8 128 654.000000
8 127 635.000000
8 126 806.000000
8 125 769.000000
8 124 773.000000
8 123 612.000000
8 122 604.000000
8 121 648.000000
8 120 588.000000
8 119 583.000000
8 118 662.000000
8 117 568.000000
8 116 549.000000
8 115 526.000000
8 114 511.000000
8 113 663.000000
8 112 607.000000
8 111 475.000000
8 110 727.000000
8 109 468.000000
8 108 583.000000
8 107 457.000000
8 106 457.000000
8 105 464.000000
8 104 452.000000
8 103 691.000000
8 102 481.000000
8 101 493.000000
8 100 669.000000
8 99 398.000000
8 98 678.000000
8 97 777.000000
8 96 409.000000
8 95 415.000000
8 94 405.000000
8 93 691.000000
8 92 408.000000
8 91 388.000000
8 90 411.000000
8 89 688.000000
8 88 656.000000
8 87 367.000000
8 86 446.000000
8 85 801.000000
8 84 790.000000
8 83 322.000000
8 82 336.000000
8 81 538.000000
8 80 313.000000
8 79 448.000000
8 78 311.000000
8 77 355.000000
8 76 285.000000
8 75 395.000000
8 74 353.000000
8 73 317.000000
8 72 242.000000
8 71 328.000000
8 70 418.000000
8 69 254.000000
8 68 281.000000
8 67 230.000000
8 66 222.000000
8 65 221.000000
8 64 780.000000
8 63 228.000000
8 62 668.000000
8 61 555.000000
8 60 207.000000
8 59 235.000000
8 58 551.000000
8 57 192.000000
8 56 212.000000
8 55 191.000000
8 54 190.000000
8 53 188.000000
8 52 187.000000
8 51 186.000000
8 50 186.000000
8 49 188.000000
8 48 186.000000
8 47 184.000000
8 46 181.000000
8 45 182.000000
8 44 192.000000
8 43 180.000000
8 42 178.000000
8 41 179.000000
8 40 176.000000
8 39 170.000000
8 38 171.000000
8 37 171.000000
8 36 169.000000
8 35 572.000000
8 34 168.000000
8 33 163.000000
8 32 196.000000
8 31 157.000000
8 30 155.000000
8 29 158.000000
8 28 156.000000
8 27 167.000000
8 26 137.000000
8 25 230.000000
8 24 341.000000
8 23 226.000000
8 22 364.000000
8 21 139.000000
8 20 179.000000
8 19 718.000000
8 18 151.000000
8 17 165.000000
8 16 258.000000
8 15 435.000000
8 14 112.000000
8 13 302.000000
8 12 357.000000
8 11 55.000000
8 10 299.000000
8 9 6.000000
9 193 1125.000000
9 192 1053.000000
9 191 1074.000000
9 190 1063.000000
9 189 1079.000000
9 188 1058.000000
9 187 1042.000000
9 186 1059.000000
9 185 1049.000000
9 184 987.000000
9 183 1018.000000
9 182 1035.000000
9 181 1065.000000
9 180 999.000000
9 179 973.000000
9 178 1022.000000
9 177 973.000000
9 176 984.000000
9 175 1053.000000
9 174 984.000000
9 173 996.000000
9 172 995.000000
9 171 1014.000000
9 170 931.000000
9 169 932.000000
9 168 1005.000000
9 167 925.000000
9 166 901.000000
9 165 888.000000
9 164 895.000000
9 163 953.000000
9 162 964.000000
9 161 865.000000
9 160 961.000000
9 159 843.000000
9 158 859.000000
9 157 845.000000
9 156 862.000000
9 155 952.000000
9 154 796.000000
9 153 849.000000
9 152 833.000000
9 151 812.000000
9 150 786.000000
9 149 827.000000
9 148 888.000000
9 147 758.000000
9 146 786.000000
9 145 871.000000
9 144 892.000000
9 143 808.000000
9 142 737.000000
9 141 857.000000
9 140 777.000000
9 139 866.000000
9 138 809.000000
9 137 812.000000
9 136 842.000000
9 135 699.000000
9 134 679.000000
9 133 837.000000
9 132 669.000000
9 131 830.000000
9 130 666.000000
9 129 884.000000
9 128 651.000000
9 127 631.000000
9 126 807.000000
9 125 769.000000
9 124 773.000000
9 123 609.000000
9 122 600.000000
9 121 647.000000
9 120 585.000000
9 119 580.000000
9 118 661.000000
9 117 566.000000
9 116 547.000000
9 115 523.000000
9 114 509.000000
9 113 663.000000
9 112 607.000000
9 111 472.000000
9 110 729.000000
9 109 465.000000
9 108 583.000000
9 107 455.000000
9 106 455.000000
9 105 462.000000
9 104 450.000000
9 103 693.000000
9 102 480.000000
9 101 493.000000
9 100 671.000000
9 99 395.000000
9 98 680.000000
9 97 780.000000
9 96 407.000000
9 95 414.000000
9 94 404.000000
9 93 694.000000
9 92 407.000000
9 91 386.000000
9 90 410.000000
9 89 690.000000
9 88 658.000000
9 87 366.000000
9 86 447.000000
9 85 804.000000
9 84 793.000000
9 83 320.000000
9 82 334.000000
9 81 540.000000
9 80 312.000000
9 79 449.000000
9 78 309.000000
9 77 356.000000
9 76 284.000000
9 75 396.000000
9 74 354.000000
9 73 317.000000
9 72 239.000000
9 71 329.000000
9 70 420.000000
9 69 253.000000
9 68 281.000000
9 67 227.000000
9 66 219.000000
9 65 218.000000
9 64 784.000000
9 63 227.000000
9 62 672.000000
9 61 558.000000
9 60 204.000000
9 59 234.000000
9 58 555.000000
9 57 189.000000
9 56 212.000000
9 55 187.000000
9 54 186.000000
9 53 184.000000
9 52 183.000000
9 51 183.000000
9 50 183.000000
9 49 184.000000
9 48 182.000000
9 47 180.000000
9 46 178.000000
9 45 178.000000
9 44 191.000000
9 43 176.000000
9 42 175.000000
9 41 175.000000
9 40 172.000000
9 39 167.000000
9 38 168.000000
9 37 167.000000
9 36 167.000000
9 35 576.000000
9 34 164.000000
9 33 160.000000
9 32 196.000000
9 31 153.000000
9 30 151.000000
9 29 153.000000
9 28 155.000000
9 27 167.000000
9 26 134.000000
9 25 232.000000
9 24 344.000000
9 23 228.000000
9 22 367.000000
9 21 138.000000
9 20 180.000000
9 19 722.000000
9 18 145.000000
9 17 166.000000
9 16 261.000000
9 15 440.000000
9 14 106.000000
9 13 306.000000
9 12 362.000000
9 11 50.000000
9 10 303.000000
10 193 1034.000000
10 192 1014.000000
10 191 1011.000000
10 190 1001.000000
10 189 1002.000000
10 188 994.000000
10 187 986.000000
10 186 979.000000
10 185 964.000000
10 184 966.000000
10 183 955.000000
10 182 956.000000
10 181 962.000000
10 180 946.000000
10 179 938.000000
10 178 932.000000
10 177 931.000000
10 176 928.000000
10 175 940.000000
10 174 911.000000
10 173 913.000000
10 172 912.000000
10 171 917.000000
10 170 911.000000
10 169 902.000000
10 168 896.000000
10 167 881.000000
10 166 868.000000
10 165 880.000000
10 164 847.000000
10 163 844.000000
10 162 847.000000
10 161 840.000000
10 160 841.000000
10 159 856.000000
10 158 821.000000
10 157 815.000000
10 156 782.000000
10 155 808.000000
10 154 784.000000
10 153 761.000000
10 152 758.000000
10 151 751.000000
10 150 762.000000
10 149 745.000000
10 148 760.000000
10 147 768.000000
10 146 739.000000
10 145 747.000000
10 144 751.000000
10 143 725.000000
10 142 758.000000
10 141 726.000000
10 140 708.000000
10 139 725.000000
10 138 704.000000
10 137 699.000000
10 136 704.000000
10 135 698.000000
10 134 696.000000
10 133 682.000000
10 132 702.000000
10 131 673.000000
10 130 660.000000
10 129 696.000000
10 128 670.000000
10 127 695.000000
10 126 638.000000
10 125 616.000000
10 124 618.000000
10 123 695.000000
10 122 685.000000
10 121 575.000000
10 120 617.000000
10 119 631.000000
10 118 546.000000
10 117 550.000000
10 116 572.000000
10 115 553.000000
10 114 551.000000
10 113 503.000000
10 112 468.000000
10 111 526.000000
10 110 515.000000
10 109 518.000000
10 108 442.000000
10 107 479.000000
10 106 478.000000
10 105 456.000000
10 104 458.000000
10 103 476.000000
10 102 418.000000
10 101 389.000000
10 100 447.000000
10 99 460.000000
10 98 450.000000
10 97 526.000000
10 96 412.000000
10 95 399.000000
10 94 397.000000
10 93 454.000000
10 92 384.000000
10 91 391.000000
10 90 351.000000
10 89 441.000000
10 88 414.000000
10 87 356.000000
10 86 311.000000
10 85 530.000000
10 84 518.000000
10 83 379.000000
10 82 348.000000
10 81 317.000000
10 80 346.000000
10 79 280.000000
10 78 342.000000
10 77 266.000000
10 76 333.000000
10 75 246.000000
10 74 249.000000
10 73 263.000000
10 72 363.000000
10 71 231.000000
10 70 221.000000
10 69 298.000000
10 68 243.000000
10 67 323.000000
10 66 352.000000
10 65 341.000000
10 64 491.000000
10 63 293.000000
10 62 386.000000
10 61 287.000000
10 60 343.000000
10 59 251.000000
10 58 279.000000
10 57 347.000000
10 56 267.000000
10 55 353.000000
10 54 367.000000
10 53 359.000000
10 52 355.000000
10 51 355.000000
10 50 329.000000
10 49 374.000000
10 48 365.000000
10 47 353.000000
10 46 334.000000
10 45 354.000000
10 44 276.000000
10 43 358.000000
10 42 344.000000
10 41 364.000000
10 40 350.000000
10 39 339.000000
10 38 323.000000
10 37 347.000000
10 36 301.000000
10 35 288.000000
10 34 357.000000
10 33 330.000000
10 32 225.000000
10 31 356.000000
10 30 343.000000
10 29 364.000000
10 28 263.000000
10 27 242.000000
10 26 299.000000
10 25 159.000000
10 24 113.000000
10 23 160.000000
10 22 111.000000
10 21 254.000000
10 20 185.000000
10 19 421.000000
10 18 410.000000
10 17 197.000000
10 16 72.000000
10 15 140.000000
10 14 391.000000
10 13 40.000000
10 12 65.000000
10 11 320.000000
11 193 1087.000000
11 192 1010.000000
11 191 1033.000000
11 190 1022.000000
11 189 1040.000000
11 188 1017.000000
11 187 1001.000000
11 186 1020.000000
11 185 1011.000000
11 184 943.000000
11 183 978.000000
11 182 997.000000
11 181 1029.000000
11 180 957.000000
11 179 930.000000
11 178 985.000000
11 177 930.000000
11 176 944.000000
11 175 1018.000000
11 174 945.000000
11 173 958.000000
11 172 957.000000
11 171 977.000000
11 170 887.000000
11 169 889.000000
11 168 970.000000
11 167 883.000000
11 166 858.000000
11 165 843.000000
11 164 854.000000
11 163 918.000000
11 162 930.000000
11 161 822.000000
11 160 927.000000
11 159 798.000000
11 158 818.000000
11 157 802.000000
11 156 824.000000
11 155 922.000000
11 154 752.000000
11 153 812.000000
11 152 795.000000
11 151 773.000000
11 150 743.000000
11 149 790.000000
11 148 856.000000
11 147 713.000000
11 146 745.000000
11 145 839.000000
11 144 862.000000
11 143 771.000000
11 142 692.000000
11 141 826.000000
11 140 739.000000
11 139 837.000000
11 138 775.000000
11 137 779.000000
11 136 812.000000
11 135 655.000000
11 134 634.000000
11 133 809.000000
11 132 623.000000
11 131 803.000000
11 130 623.000000
11 129 861.000000
11 128 606.000000
11 127 583.000000
11 126 782.000000
11 125 742.000000
11 124 747.000000
11 123 560.000000
11 122 551.000000
11 121 611.000000
11 120 539.000000
11 119 534.000000
11 118 631.000000
11 117 525.000000
11 116 502.000000
11 115 478.000000
11 114 463.000000
11 113 639.000000
11 112 581.000000
11 111 426.000000
11 110 713.000000
11 109 419.000000
11 108 558.000000
11 107 412.000000
11 106 412.000000
11 105 422.000000
11 104 409.000000
11 103 678.000000
11 102 446.000000
11 101 465.000000
11 100 658.000000
11 99 350.000000
11 98 667.000000
11 97 772.000000
11 96 368.000000
11 95 377.000000
11 94 366.000000
11 93 683.000000
11 92 371.000000
11 91 348.000000
11 90 379.000000
11 89 682.000000
11 88 649.000000
11 87 331.000000
11 86 425.000000
11 85 801.000000
11 84 791.000000
11 83 277.000000
11 82 297.000000
11 81 529.000000
11 80 273.000000
11 79 433.000000
11 78 271.000000
11 77 332.000000
11 76 245.000000
11 75 379.000000
11 74 333.000000
11 73 291.000000
11 72 193.000000
11 71 309.000000
11 70 410.000000
11 69 218.000000
11 68 257.000000
11 67 187.000000
11 66 174.000000
11 65 174.000000
11 64 788.000000
11 63 192.000000
11 62 674.000000
11 61 558.000000
11 60 158.000000
11 59 207.000000
11 58 556.000000
11 57 142.000000
11 56 180.000000
11 55 140.000000
11 54 137.000000
11 53 136.000000
11 52 135.000000
11 51 135.000000
11 50 139.000000
11 49 135.000000
11 48 133.000000
11 47 132.000000
11 46 132.000000
11 45 130.000000
11 44 158.000000
11 43 127.000000
11 42 128.000000
11 41 126.000000
11 40 125.000000
11 39 120.000000
11 38 124.000000
11 37 119.000000
11 36 127.000000
11 35 580.000000
11 34 115.000000
11 33 114.000000
11 32 174.000000
11 31 103.000000
11 30 103.000000
11 29 103.000000
11 28 125.000000
11 27 142.000000
11 26 94.000000
11 25 224.000000
11 24 344.000000
11 23 220.000000
11 22 370.000000
11 21 112.000000
11 20 171.000000
11 19 733.000000
11 18 101.000000
11 17 155.000000
11 16 269.000000
11 15 451.000000
11 14 71.000000
11 13 317.000000
11 12 374.000000
12 193 993.000000
12 192 984.000000
12 191 976.000000
12 190 967.000000
12 189 965.000000
12 188 959.000000
12 187 953.000000
12 186 941.000000
12 185 925.000000
12 184 940.000000
12 183 920.000000
12 182 918.000000
12 181 919.000000
12 180 913.000000
12 179 909.000000
12 178 892.000000
12 177 901.000000
12 176 895.000000
12 175 896.000000
12 174 876.000000
12 173 875.000000
12 172 875.000000
12 171 876.000000
12 170 886.000000
12 169 874.000000
12 168 854.000000
12 167 852.000000
12 166 841.000000
12 165 858.000000
12 164 817.000000
12 163 802.000000
12 162 804.000000
12 161 814.000000
12 160 797.000000
12 159 839.000000
12 158 793.000000
12 157 789.000000
12 156 746.000000
12 155 759.000000
12 154 762.000000
12 153 725.000000
12 152 724.000000
12 151 720.000000
12 150 738.000000
12 149 710.000000
12 148 714.000000
12 147 752.000000
12 146 712.000000
12 145 702.000000
12 144 703.000000
12 143 690.000000
12 142 744.000000
12 141 681.000000
12 140 676.000000
12 139 678.000000
12 138 665.000000
12 137 659.000000
12 136 658.000000
12 135 680.000000
12 134 683.000000
12 133 633.000000
12 132 692.000000
